module,topic,text,answer,distractors
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""4 km"", ""7 km"", ""7 km""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""12 km"", ""15 km"", ""17 km""]"
quant,Profit & Loss,An article costs Rs. 520. It is sold at 15% profit. What is the selling price?,Rs. 598,"[""Rs. 618"", ""Rs. 650"", ""Rs. 578""]"
quant,Time Speed Distance,A train travels at 51 km/h for 6 hours. What distance does it cover?,306 km,"[""286 km"", ""316 km"", ""357 km""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""14 km"", ""9 km"", ""12 km""]"
logic,Number Series,"Find the next number in the series: 5, 12, 19, 26, ?",33,"[""40"", ""35"", ""32""]"
quant,Profit & Loss,An article costs Rs. 940. It is sold at 25% profit. What is the selling price?,Rs. 1175,"[""Rs. 1195"", ""Rs. 1155"", ""Rs. 1269""]"
logic,Number Series,"Find the next number in the series: 3, 11, 19, 27, ?",35,"[""34"", ""43"", ""37""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""16 km"", ""19 km"", ""23 km""]"
quant,Time Speed Distance,A train travels at 68 km/h for 5 hours. What distance does it cover?,340 km,"[""320 km"", ""350 km"", ""408 km""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""9 km"", ""14 km"", ""12 km""]"
quant,Time Speed Distance,A train travels at 81 km/h for 5 hours. What distance does it cover?,405 km,"[""415 km"", ""486 km"", ""385 km""]"
quant,Time Speed Distance,A train travels at 85 km/h for 4 hours. What distance does it cover?,340 km,"[""350 km"", ""320 km"", ""425 km""]"
quant,Profit & Loss,An article costs Rs. 960. It is sold at 50% profit. What is the selling price?,Rs. 1440,"[""Rs. 1536"", ""Rs. 1420"", ""Rs. 1460""]"
quant,Profit & Loss,An article costs Rs. 900. It is sold at 15% profit. What is the selling price?,Rs. 1035,"[""Rs. 1125"", ""Rs. 1015"", ""Rs. 1055""]"
quant,Time Speed Distance,A train travels at 71 km/h for 2 hours. What distance does it cover?,142 km,"[""122 km"", ""213 km"", ""152 km""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""19 km"", ""16 km"", ""23 km""]"
quant,Time Speed Distance,A train travels at 51 km/h for 6 hours. What distance does it cover?,306 km,"[""316 km"", ""357 km"", ""286 km""]"
logic,Number Series,"Find the next number in the series: 6, 12, 18, 24, ?",30,"[""29"", ""36"", ""32""]"
logic,Number Series,"Find the next number in the series: 10, 13, 16, 19, ?",22,"[""25"", ""24"", ""21""]"
quant,Profit & Loss,An article costs Rs. 650. It is sold at 20% profit. What is the selling price?,Rs. 780,"[""Rs. 800"", ""Rs. 760"", ""Rs. 845""]"
quant,Profit & Loss,An article costs Rs. 770. It is sold at 10% profit. What is the selling price?,Rs. 847,"[""Rs. 867"", ""Rs. 827"", ""Rs. 924""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""14 km"", ""12 km"", ""9 km""]"
quant,Time Speed Distance,A train travels at 82 km/h for 8 hours. What distance does it cover?,656 km,"[""738 km"", ""666 km"", ""636 km""]"
quant,Profit & Loss,An article costs Rs. 480. It is sold at 15% profit. What is the selling price?,Rs. 552,"[""Rs. 572"", ""Rs. 532"", ""Rs. 600""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Number Series,"Find the next number in the series: 6, 11, 16, 21, ?",26,"[""25"", ""31"", ""28""]"
quant,Profit & Loss,An article costs Rs. 590. It is sold at 50% profit. What is the selling price?,Rs. 885,"[""Rs. 865"", ""Rs. 905"", ""Rs. 944""]"
quant,Profit & Loss,An article costs Rs. 510. It is sold at 10% profit. What is the selling price?,Rs. 561,"[""Rs. 541"", ""Rs. 581"", ""Rs. 612""]"
quant,Profit & Loss,An article costs Rs. 660. It is sold at 15% profit. What is the selling price?,Rs. 758,"[""Rs. 778"", ""Rs. 824"", ""Rs. 738""]"
quant,Profit & Loss,An article costs Rs. 710. It is sold at 10% profit. What is the selling price?,Rs. 781,"[""Rs. 852"", ""Rs. 801"", ""Rs. 761""]"
quant,Profit & Loss,An article costs Rs. 830. It is sold at 20% profit. What is the selling price?,Rs. 996,"[""Rs. 1079"", ""Rs. 976"", ""Rs. 1016""]"
logic,Number Series,"Find the next number in the series: 10, 15, 20, 25, ?",30,"[""32"", ""35"", ""29""]"
quant,Profit & Loss,An article costs Rs. 680. It is sold at 25% profit. What is the selling price?,Rs. 850,"[""Rs. 830"", ""Rs. 918"", ""Rs. 870""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""17 km"", ""15 km"", ""12 km""]"
logic,Number Series,"Find the next number in the series: 12, 20, 28, 36, ?",44,"[""52"", ""43"", ""46""]"
quant,Profit & Loss,An article costs Rs. 860. It is sold at 20% profit. What is the selling price?,Rs. 1032,"[""Rs. 1118"", ""Rs. 1052"", ""Rs. 1012""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""19 km"", ""23 km"", ""16 km""]"
quant,Profit & Loss,An article costs Rs. 640. It is sold at 10% profit. What is the selling price?,Rs. 704,"[""Rs. 768"", ""Rs. 724"", ""Rs. 684""]"
quant,Time Speed Distance,A train travels at 82 km/h for 6 hours. What distance does it cover?,492 km,"[""472 km"", ""502 km"", ""574 km""]"
quant,Time Speed Distance,A train travels at 72 km/h for 7 hours. What distance does it cover?,504 km,"[""484 km"", ""576 km"", ""514 km""]"
quant,Profit & Loss,An article costs Rs. 590. It is sold at 10% profit. What is the selling price?,Rs. 649,"[""Rs. 708"", ""Rs. 629"", ""Rs. 669""]"
quant,Time Speed Distance,A train travels at 82 km/h for 6 hours. What distance does it cover?,492 km,"[""502 km"", ""574 km"", ""472 km""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""4 km"", ""7 km"", ""7 km""]"
quant,Time Speed Distance,A train travels at 30 km/h for 3 hours. What distance does it cover?,90 km,"[""100 km"", ""70 km"", ""120 km""]"
quant,Time Speed Distance,A train travels at 63 km/h for 5 hours. What distance does it cover?,315 km,"[""378 km"", ""325 km"", ""295 km""]"
logic,Number Series,"Find the next number in the series: 10, 15, 20, 25, ?",30,"[""32"", ""29"", ""35""]"
quant,Profit & Loss,An article costs Rs. 220. It is sold at 25% profit. What is the selling price?,Rs. 275,"[""Rs. 297"", ""Rs. 255"", ""Rs. 295""]"
quant,Profit & Loss,An article costs Rs. 580. It is sold at 50% profit. What is the selling price?,Rs. 870,"[""Rs. 890"", ""Rs. 928"", ""Rs. 850""]"
quant,Profit & Loss,An article costs Rs. 270. It is sold at 50% profit. What is the selling price?,Rs. 405,"[""Rs. 432"", ""Rs. 425"", ""Rs. 385""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Number Series,"Find the next number in the series: 3, 8, 13, 18, ?",23,"[""25"", ""28"", ""22""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""19 km"", ""23 km"", ""16 km""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""21 km"", ""14 km"", ""17 km""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""14 km"", ""17 km"", ""21 km""]"
logic,Number Series,"Find the next number in the series: 13, 22, 31, 40, ?",49,"[""58"", ""51"", ""48""]"
quant,Profit & Loss,An article costs Rs. 480. It is sold at 20% profit. What is the selling price?,Rs. 576,"[""Rs. 596"", ""Rs. 556"", ""Rs. 624""]"
quant,Time Speed Distance,A train travels at 67 km/h for 4 hours. What distance does it cover?,268 km,"[""335 km"", ""248 km"", ""278 km""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""9 km"", ""14 km"", ""12 km""]"
quant,Profit & Loss,An article costs Rs. 530. It is sold at 50% profit. What is the selling price?,Rs. 795,"[""Rs. 815"", ""Rs. 775"", ""Rs. 848""]"
logic,Number Series,"Find the next number in the series: 15, 23, 31, 39, ?",47,"[""46"", ""55"", ""49""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""14 km"", ""21 km"", ""17 km""]"
quant,Time Speed Distance,A train travels at 55 km/h for 3 hours. What distance does it cover?,165 km,"[""145 km"", ""175 km"", ""220 km""]"
quant,Profit & Loss,An article costs Rs. 850. It is sold at 25% profit. What is the selling price?,Rs. 1062,"[""Rs. 1147"", ""Rs. 1082"", ""Rs. 1042""]"
quant,Time Speed Distance,A train travels at 89 km/h for 3 hours. What distance does it cover?,267 km,"[""277 km"", ""247 km"", ""356 km""]"
quant,Time Speed Distance,A train travels at 80 km/h for 2 hours. What distance does it cover?,160 km,"[""140 km"", ""240 km"", ""170 km""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""9 km"", ""14 km"", ""12 km""]"
quant,Time Speed Distance,A train travels at 32 km/h for 6 hours. What distance does it cover?,192 km,"[""224 km"", ""202 km"", ""172 km""]"
quant,Profit & Loss,An article costs Rs. 830. It is sold at 50% profit. What is the selling price?,Rs. 1245,"[""Rs. 1225"", ""Rs. 1265"", ""Rs. 1328""]"
quant,Time Speed Distance,A train travels at 73 km/h for 3 hours. What distance does it cover?,219 km,"[""292 km"", ""229 km"", ""199 km""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""17 km"", ""14 km"", ""21 km""]"
logic,Number Series,"Find the next number in the series: 10, 17, 24, 31, ?",38,"[""40"", ""37"", ""45""]"
logic,Number Series,"Find the next number in the series: 2, 10, 18, 26, ?",34,"[""42"", ""36"", ""33""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""16 km"", ""23 km"", ""19 km""]"
quant,Profit & Loss,An article costs Rs. 990. It is sold at 10% profit. What is the selling price?,Rs. 1089,"[""Rs. 1109"", ""Rs. 1188"", ""Rs. 1069""]"
quant,Time Speed Distance,A train travels at 62 km/h for 6 hours. What distance does it cover?,372 km,"[""352 km"", ""382 km"", ""434 km""]"
quant,Time Speed Distance,A train travels at 68 km/h for 4 hours. What distance does it cover?,272 km,"[""340 km"", ""282 km"", ""252 km""]"
quant,Profit & Loss,An article costs Rs. 570. It is sold at 15% profit. What is the selling price?,Rs. 655,"[""Rs. 712"", ""Rs. 675"", ""Rs. 635""]"
quant,Time Speed Distance,A train travels at 35 km/h for 2 hours. What distance does it cover?,70 km,"[""105 km"", ""80 km"", ""50 km""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""14 km"", ""12 km"", ""9 km""]"
quant,Time Speed Distance,A train travels at 81 km/h for 6 hours. What distance does it cover?,486 km,"[""567 km"", ""466 km"", ""496 km""]"
logic,Number Series,"Find the next number in the series: 4, 12, 20, 28, ?",36,"[""38"", ""35"", ""44""]"
quant,Profit & Loss,An article costs Rs. 620. It is sold at 50% profit. What is the selling price?,Rs. 930,"[""Rs. 992"", ""Rs. 910"", ""Rs. 950""]"
logic,Number Series,"Find the next number in the series: 4, 9, 14, 19, ?",24,"[""29"", ""26"", ""23""]"
quant,Time Speed Distance,A train travels at 46 km/h for 3 hours. What distance does it cover?,138 km,"[""118 km"", ""148 km"", ""184 km""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""4 km"", ""7 km""]"
quant,Profit & Loss,An article costs Rs. 310. It is sold at 25% profit. What is the selling price?,Rs. 387,"[""Rs. 418"", ""Rs. 367"", ""Rs. 407""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""12 km"", ""14 km"", ""9 km""]"
quant,Time Speed Distance,A train travels at 71 km/h for 2 hours. What distance does it cover?,142 km,"[""152 km"", ""122 km"", ""213 km""]"
quant,Profit & Loss,An article costs Rs. 490. It is sold at 25% profit. What is the selling price?,Rs. 612,"[""Rs. 661"", ""Rs. 632"", ""Rs. 592""]"
quant,Profit & Loss,An article costs Rs. 970. It is sold at 50% profit. What is the selling price?,Rs. 1455,"[""Rs. 1552"", ""Rs. 1475"", ""Rs. 1435""]"
logic,Number Series,"Find the next number in the series: 5, 14, 23, 32, ?",41,"[""50"", ""40"", ""43""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""4 km"", ""7 km""]"
quant,Profit & Loss,An article costs Rs. 220. It is sold at 20% profit. What is the selling price?,Rs. 264,"[""Rs. 286"", ""Rs. 284"", ""Rs. 244""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""4 km"", ""7 km""]"
quant,Time Speed Distance,A train travels at 30 km/h for 6 hours. What distance does it cover?,180 km,"[""190 km"", ""210 km"", ""160 km""]"
logic,Number Series,"Find the next number in the series: 4, 9, 14, 19, ?",24,"[""29"", ""23"", ""26""]"
quant,Profit & Loss,An article costs Rs. 570. It is sold at 50% profit. What is the selling price?,Rs. 855,"[""Rs. 835"", ""Rs. 912"", ""Rs. 875""]"
quant,Profit & Loss,An article costs Rs. 580. It is sold at 10% profit. What is the selling price?,Rs. 638,"[""Rs. 658"", ""Rs. 618"", ""Rs. 696""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""15 km"", ""12 km"", ""17 km""]"
quant,Profit & Loss,An article costs Rs. 830. It is sold at 50% profit. What is the selling price?,Rs. 1245,"[""Rs. 1225"", ""Rs. 1328"", ""Rs. 1265""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""14 km"", ""9 km"", ""12 km""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""15 km"", ""12 km"", ""17 km""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""19 km"", ""23 km"", ""16 km""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Number Series,"Find the next number in the series: 5, 11, 17, 23, ?",29,"[""31"", ""28"", ""35""]"
quant,Profit & Loss,An article costs Rs. 720. It is sold at 50% profit. What is the selling price?,Rs. 1080,"[""Rs. 1152"", ""Rs. 1100"", ""Rs. 1060""]"
logic,Number Series,"Find the next number in the series: 14, 18, 22, 26, ?",30,"[""32"", ""34"", ""29""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""23 km"", ""16 km"", ""19 km""]"
quant,Profit & Loss,An article costs Rs. 290. It is sold at 25% profit. What is the selling price?,Rs. 362,"[""Rs. 382"", ""Rs. 391"", ""Rs. 342""]"
logic,Number Series,"Find the next number in the series: 14, 21, 28, 35, ?",42,"[""44"", ""49"", ""41""]"
quant,Profit & Loss,An article costs Rs. 530. It is sold at 10% profit. What is the selling price?,Rs. 583,"[""Rs. 636"", ""Rs. 603"", ""Rs. 563""]"
quant,Time Speed Distance,A train travels at 81 km/h for 5 hours. What distance does it cover?,405 km,"[""415 km"", ""486 km"", ""385 km""]"
quant,Profit & Loss,An article costs Rs. 640. It is sold at 25% profit. What is the selling price?,Rs. 800,"[""Rs. 864"", ""Rs. 820"", ""Rs. 780""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""16 km"", ""19 km"", ""23 km""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""17 km"", ""14 km"", ""21 km""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""23 km"", ""19 km"", ""16 km""]"
quant,Time Speed Distance,A train travels at 50 km/h for 6 hours. What distance does it cover?,300 km,"[""280 km"", ""350 km"", ""310 km""]"
quant,Time Speed Distance,A train travels at 79 km/h for 2 hours. What distance does it cover?,158 km,"[""138 km"", ""168 km"", ""237 km""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""17 km"", ""21 km"", ""14 km""]"
quant,Profit & Loss,An article costs Rs. 560. It is sold at 20% profit. What is the selling price?,Rs. 672,"[""Rs. 692"", ""Rs. 728"", ""Rs. 652""]"
quant,Profit & Loss,An article costs Rs. 860. It is sold at 10% profit. What is the selling price?,Rs. 946,"[""Rs. 926"", ""Rs. 1032"", ""Rs. 966""]"
logic,Number Series,"Find the next number in the series: 12, 15, 18, 21, ?",24,"[""23"", ""27"", ""26""]"
quant,Time Speed Distance,A train travels at 83 km/h for 5 hours. What distance does it cover?,415 km,"[""395 km"", ""425 km"", ""498 km""]"
logic,Number Series,"Find the next number in the series: 14, 20, 26, 32, ?",38,"[""44"", ""40"", ""37""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""16 km"", ""23 km"", ""19 km""]"
logic,Number Series,"Find the next number in the series: 10, 15, 20, 25, ?",30,"[""35"", ""32"", ""29""]"
logic,Number Series,"Find the next number in the series: 14, 18, 22, 26, ?",30,"[""29"", ""34"", ""32""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""23 km"", ""16 km"", ""19 km""]"
quant,Profit & Loss,An article costs Rs. 280. It is sold at 15% profit. What is the selling price?,Rs. 322,"[""Rs. 350"", ""Rs. 302"", ""Rs. 342""]"
quant,Profit & Loss,An article costs Rs. 210. It is sold at 50% profit. What is the selling price?,Rs. 315,"[""Rs. 336"", ""Rs. 335"", ""Rs. 295""]"
quant,Profit & Loss,An article costs Rs. 600. It is sold at 20% profit. What is the selling price?,Rs. 720,"[""Rs. 700"", ""Rs. 780"", ""Rs. 740""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""16 km"", ""19 km"", ""23 km""]"
logic,Number Series,"Find the next number in the series: 11, 19, 27, 35, ?",43,"[""51"", ""42"", ""45""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""4 km"", ""7 km""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""17 km"", ""12 km"", ""15 km""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""9 km"", ""14 km"", ""12 km""]"
quant,Profit & Loss,An article costs Rs. 490. It is sold at 25% profit. What is the selling price?,Rs. 612,"[""Rs. 661"", ""Rs. 592"", ""Rs. 632""]"
logic,Number Series,"Find the next number in the series: 14, 21, 28, 35, ?",42,"[""49"", ""44"", ""41""]"
logic,Number Series,"Find the next number in the series: 12, 21, 30, 39, ?",48,"[""47"", ""50"", ""57""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""9 km"", ""14 km"", ""12 km""]"
quant,Time Speed Distance,A train travels at 31 km/h for 3 hours. What distance does it cover?,93 km,"[""124 km"", ""103 km"", ""73 km""]"
quant,Profit & Loss,An article costs Rs. 950. It is sold at 20% profit. What is the selling price?,Rs. 1140,"[""Rs. 1160"", ""Rs. 1235"", ""Rs. 1120""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""17 km"", ""12 km"", ""15 km""]"
logic,Number Series,"Find the next number in the series: 5, 13, 21, 29, ?",37,"[""36"", ""45"", ""39""]"
quant,Profit & Loss,An article costs Rs. 290. It is sold at 25% profit. What is the selling price?,Rs. 362,"[""Rs. 382"", ""Rs. 391"", ""Rs. 342""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""23 km"", ""19 km"", ""16 km""]"
quant,Time Speed Distance,A train travels at 65 km/h for 2 hours. What distance does it cover?,130 km,"[""110 km"", ""195 km"", ""140 km""]"
quant,Time Speed Distance,A train travels at 81 km/h for 2 hours. What distance does it cover?,162 km,"[""172 km"", ""142 km"", ""243 km""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""21 km"", ""17 km"", ""14 km""]"
quant,Profit & Loss,An article costs Rs. 590. It is sold at 20% profit. What is the selling price?,Rs. 708,"[""Rs. 688"", ""Rs. 767"", ""Rs. 728""]"
quant,Time Speed Distance,A train travels at 56 km/h for 7 hours. What distance does it cover?,392 km,"[""402 km"", ""448 km"", ""372 km""]"
quant,Time Speed Distance,A train travels at 35 km/h for 2 hours. What distance does it cover?,70 km,"[""80 km"", ""105 km"", ""50 km""]"
quant,Profit & Loss,An article costs Rs. 760. It is sold at 50% profit. What is the selling price?,Rs. 1140,"[""Rs. 1216"", ""Rs. 1120"", ""Rs. 1160""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""23 km"", ""16 km"", ""19 km""]"
logic,Number Series,"Find the next number in the series: 2, 10, 18, 26, ?",34,"[""42"", ""36"", ""33""]"
logic,Number Series,"Find the next number in the series: 15, 19, 23, 27, ?",31,"[""30"", ""35"", ""33""]"
quant,Profit & Loss,An article costs Rs. 550. It is sold at 20% profit. What is the selling price?,Rs. 660,"[""Rs. 715"", ""Rs. 640"", ""Rs. 680""]"
quant,Profit & Loss,An article costs Rs. 560. It is sold at 10% profit. What is the selling price?,Rs. 616,"[""Rs. 636"", ""Rs. 672"", ""Rs. 596""]"
quant,Profit & Loss,An article costs Rs. 300. It is sold at 10% profit. What is the selling price?,Rs. 330,"[""Rs. 360"", ""Rs. 310"", ""Rs. 350""]"
logic,Number Series,"Find the next number in the series: 13, 19, 25, 31, ?",37,"[""43"", ""36"", ""39""]"
quant,Time Speed Distance,A train travels at 51 km/h for 6 hours. What distance does it cover?,306 km,"[""316 km"", ""286 km"", ""357 km""]"
quant,Profit & Loss,An article costs Rs. 920. It is sold at 25% profit. What is the selling price?,Rs. 1150,"[""Rs. 1242"", ""Rs. 1130"", ""Rs. 1170""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""19 km"", ""16 km"", ""23 km""]"
logic,Number Series,"Find the next number in the series: 4, 10, 16, 22, ?",28,"[""34"", ""30"", ""27""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""12 km"", ""15 km"", ""17 km""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""17 km"", ""12 km"", ""15 km""]"
quant,Profit & Loss,An article costs Rs. 220. It is sold at 15% profit. What is the selling price?,Rs. 252,"[""Rs. 274"", ""Rs. 232"", ""Rs. 272""]"
logic,Number Series,"Find the next number in the series: 13, 18, 23, 28, ?",33,"[""35"", ""38"", ""32""]"
quant,Profit & Loss,An article costs Rs. 950. It is sold at 15% profit. What is the selling price?,Rs. 1092,"[""Rs. 1187"", ""Rs. 1112"", ""Rs. 1072""]"
quant,Time Speed Distance,A train travels at 90 km/h for 2 hours. What distance does it cover?,180 km,"[""270 km"", ""160 km"", ""190 km""]"
quant,Time Speed Distance,A train travels at 44 km/h for 7 hours. What distance does it cover?,308 km,"[""288 km"", ""352 km"", ""318 km""]"
logic,Number Series,"Find the next number in the series: 14, 23, 32, 41, ?",50,"[""59"", ""52"", ""49""]"
quant,Time Speed Distance,A train travels at 36 km/h for 3 hours. What distance does it cover?,108 km,"[""118 km"", ""88 km"", ""144 km""]"
quant,Profit & Loss,An article costs Rs. 930. It is sold at 25% profit. What is the selling price?,Rs. 1162,"[""Rs. 1182"", ""Rs. 1142"", ""Rs. 1255""]"
logic,Number Series,"Find the next number in the series: 4, 12, 20, 28, ?",36,"[""38"", ""44"", ""35""]"
quant,Time Speed Distance,A train travels at 69 km/h for 5 hours. What distance does it cover?,345 km,"[""414 km"", ""355 km"", ""325 km""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""19 km"", ""23 km"", ""16 km""]"
logic,Number Series,"Find the next number in the series: 4, 7, 10, 13, ?",16,"[""15"", ""19"", ""18""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""23 km"", ""16 km"", ""19 km""]"
quant,Time Speed Distance,A train travels at 35 km/h for 5 hours. What distance does it cover?,175 km,"[""185 km"", ""155 km"", ""210 km""]"
logic,Number Series,"Find the next number in the series: 4, 8, 12, 16, ?",20,"[""22"", ""24"", ""19""]"
quant,Time Speed Distance,A train travels at 85 km/h for 6 hours. What distance does it cover?,510 km,"[""490 km"", ""595 km"", ""520 km""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""9 km"", ""12 km"", ""14 km""]"
quant,Profit & Loss,An article costs Rs. 860. It is sold at 10% profit. What is the selling price?,Rs. 946,"[""Rs. 926"", ""Rs. 966"", ""Rs. 1032""]"
logic,Number Series,"Find the next number in the series: 6, 9, 12, 15, ?",18,"[""17"", ""20"", ""21""]"
quant,Profit & Loss,An article costs Rs. 950. It is sold at 15% profit. What is the selling price?,Rs. 1092,"[""Rs. 1072"", ""Rs. 1112"", ""Rs. 1187""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""23 km"", ""19 km"", ""16 km""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""17 km"", ""21 km"", ""14 km""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""15 km"", ""12 km"", ""17 km""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""4 km"", ""7 km""]"
quant,Profit & Loss,An article costs Rs. 740. It is sold at 20% profit. What is the selling price?,Rs. 888,"[""Rs. 962"", ""Rs. 908"", ""Rs. 868""]"
quant,Profit & Loss,An article costs Rs. 710. It is sold at 15% profit. What is the selling price?,Rs. 816,"[""Rs. 796"", ""Rs. 836"", ""Rs. 887""]"
